zip code,date,Cumulative Positive Curve,Cumulative Recovery Curve,Cumulative Death Curve
79901,4/23/20,2,2,0
79901,5/3/20,4,4,0
79901,5/4/20,5,5,0
79901,5/5/20,6,6,0
79901,5/6/20,9,8,1
79901,5/7/20,11,10,1
79901,5/10/20,14,13,1
79901,5/11/20,15,14,1
79901,5/12/20,19,17,2
79901,5/13/20,20,18,2
79901,5/15/20,21,19,2
79901,5/17/20,23,19,4
79901,5/18/20,26,22,4
79901,5/19/20,28,24,4
79901,5/20/20,33,29,4
79901,5/21/20,39,35,4
79901,5/22/20,42,38,4
79901,5/23/20,43,39,4
79901,5/25/20,44,40,4
79901,5/26/20,46,42,4
79901,5/27/20,47,43,4
79901,5/28/20,49,45,4
79901,5/29/20,50,46,4
79901,5/31/20,52,48,4
79901,6/2/20,54,50,4
79901,6/3/20,55,51,4
79901,6/4/20,58,54,4
79901,6/5/20,59,55,4
79901,6/6/20,62,58,4
79901,6/9/20,65,61,4
79901,6/10/20,68,64,4
79901,6/11/20,69,65,4
79901,6/13/20,71,67,4
79901,6/14/20,73,69,4
79901,6/16/20,79,75,4
79901,6/17/20,86,82,4
79901,6/18/20,90,86,4
79901,6/19/20,92,88,4
79901,6/21/20,95,91,4
79901,6/22/20,96,92,4
79901,6/23/20,98,94,4
79901,6/24/20,107,101,6
79901,6/25/20,122,116,6
79901,6/26/20,128,122,6
79901,6/27/20,135,129,6
79901,6/28/20,140,133,7
79901,6/29/20,161,153,8
79901,6/30/20,180,172,8
79901,7/1/20,183,175,8
79901,7/2/20,259,251,8
79901,7/3/20,281,273,8
79901,7/4/20,282,274,8
79901,7/5/20,284,276,8
79901,7/6/20,292,284,8
79901,7/7/20,295,286,9
79901,7/8/20,301,292,9
79901,7/9/20,306,297,9
79901,7/10/20,308,299,9
79901,7/12/20,312,303,9
79901,7/13/20,315,306,9
79901,7/14/20,319,310,9
79901,7/15/20,321,312,9
79901,7/16/20,334,324,10
79901,7/17/20,339,328,11
79901,7/18/20,342,331,11
79901,7/19/20,347,336,11
79901,7/20/20,352,341,11
79901,7/22/20,358,347,11
79901,7/23/20,360,348,12
79901,7/24/20,365,353,12
79901,7/25/20,366,354,12
79901,7/26/20,370,357,13
79901,7/27/20,374,361,13
79901,7/29/20,381,368,13
79901,7/30/20,382,369,13
79901,7/31/20,384,371,13
79901,8/1/20,388,375,13
79901,8/2/20,391,378,13
79901,8/3/20,395,382,13
79901,8/4/20,401,388,13
79901,8/5/20,405,392,13
79901,8/6/20,409,395,14
79901,8/7/20,410,396,14
79901,8/8/20,412,398,14
79901,8/9/20,421,407,14
79901,8/10/20,422,408,14
79901,8/11/20,425,411,14
79901,8/12/20,428,414,14
79901,8/13/20,431,417,14
79901,8/14/20,433,419,14
79901,8/15/20,435,421,14
79901,8/16/20,439,425,14
79901,8/17/20,440,426,14
79901,8/18/20,446,432,14
79901,8/19/20,448,433,15
79901,8/20/20,450,435,15
79901,8/21/20,451,436,15
79901,8/22/20,455,440,15
79901,8/23/20,456,441,15
79901,8/24/20,465,450,15
79901,8/25/20,466,451,15
79901,8/27/20,479,464,15
79901,8/28/20,482,467,15
79901,8/29/20,484,469,15
79901,8/30/20,485,470,15
79901,9/1/20,486,471,15
79901,9/2/20,491,476,15
79901,9/3/20,493,478,15
79901,9/5/20,495,479,16
79901,9/8/20,497,481,16
79901,9/9/20,498,482,16
79901,9/10/20,501,485,16
79901,9/12/20,503,487,16
79901,9/13/20,504,488,16
79901,9/14/20,506,489,17
79901,9/15/20,512,495,17
79901,9/16/20,513,496,17
79901,9/18/20,521,503,18
79901,9/19/20,522,504,18
79901,9/20/20,525,507,18
79901,9/21/20,529,510,19
79901,9/22/20,535,516,19
79901,9/23/20,538,519,19
79901,9/24/20,541,522,19
79901,9/25/20,543,524,19
79901,9/26/20,545,526,19
79901,9/27/20,548,529,19
79901,9/28/20,559,539,20
79901,9/29/20,561,541,20
79901,9/30/20,566,546,20
79901,10/1/20,568,547,21
79901,10/2/20,572,550,22
79901,10/3/20,579,557,22
79901,10/4/20,598,576,22
79901,10/5/20,604,582,22
79901,10/6/20,613,591,22
79901,10/7/20,623,600,23
79901,10/8/20,631,608,23
79901,10/9/20,648,625,23
79901,10/10/20,652,629,23
79901,10/11/20,661,637,24
79901,10/12/20,663,639,24
79901,10/13/20,675,651,24
79901,10/14/20,693,669,24
79901,10/15/20,701,676,25
79901,10/16/20,721,695,26
79901,10/17/20,742,714,28
79901,10/18/20,767,739,28
79901,10/19/20,788,760,28
79901,10/20/20,812,782,30
79901,10/21/20,836,806,30
79901,10/22/20,862,828,34
79901,10/23/20,884,850,34
79901,10/24/20,925,889,36
79901,10/25/20,962,925,37
79901,10/26/20,999,957,42
79901,10/27/20,1044,1001,43
79901,10/28/20,1074,1030,44
79901,10/29/20,1107,1062,44
79901,10/30/20,1144,1099,44
79901,10/31/20,1165,1118,45
79901,11/1/20,1207,1158,47
79901,11/2/20,1258,1207,49
79901,11/3/20,1296,1245,49
79901,11/4/20,1320,1269,49
79901,11/5/20,1338,1287,49
79901,11/6/20,1361,1306,53
79901,11/7/20,1378,1323,53
79901,11/8/20,1397,1340,55
79901,11/9/20,1439,1382,55
79901,11/10/20,1458,1401,55
79901,11/11/20,1487,1429,56
79901,11/12/20,1496,1437,57
79901,11/13/20,1515,1456,57
79901,11/14/20,1548,1488,58
79901,11/15/20,1564,1504,58
79901,11/16/20,1586,1525,59
79901,11/17/20,1608,1546,60
79901,11/18/20,1619,1555,62
79901,11/19/20,1634,1568,64
79901,11/20/20,1656,1590,64
79901,11/21/20,1665,1599,64
79901,11/22/20,1707,1639,66
79901,11/23/20,1711,1643,66
79901,11/24/20,1723,1655,66
79901,11/25/20,1733,1665,66
79901,11/26/20,1737,1669,66
79901,11/27/20,1739,1671,66
79901,11/28/20,1742,1674,66
79901,11/29/20,1747,1679,66
79901,11/30/20,1754,1686,66
79901,12/1/20,1763,1694,67
79901,12/2/20,1772,1703,67
79901,12/3/20,1778,1709,67
79901,12/4/20,1781,1712,67
79901,12/6/20,1786,1717,67
79901,12/7/20,1793,1723,68
79901,12/8/20,1796,1726,68
79901,12/9/20,1802,1732,68
79901,12/10/20,1811,1741,68
79901,12/11/20,1816,1746,68
79901,12/12/20,1827,1757,68
79901,12/13/20,1831,1761,68
79901,12/14/20,1834,1763,69
79901,12/15/20,1846,1774,70
79901,12/16/20,1850,1778,70
79901,12/17/20,1856,1784,70
79901,12/18/20,1864,1792,70
79901,12/19/20,1866,1794,70
79901,12/20/20,1871,1799,70
79901,12/21/20,1884,1812,70
79901,12/22/20,1886,1814,70
79901,12/23/20,1897,1825,70
79901,12/24/20,1899,1827,70
79901,12/26/20,1901,1829,70
79901,12/27/20,1904,1832,70
79901,12/28/20,1906,1834,70
79901,12/29/20,1907,1835,70
79901,12/30/20,1912,1840,70
79901,12/31/20,1916,1844,70
79901,1/1/21,1918,1845,71
79901,1/2/21,1922,1849,71
79901,1/3/21,1931,1858,71
79901,1/4/21,1943,1869,71
79901,1/5/21,1951,1877,71
79901,1/6/21,1957,1883,71
79901,1/7/21,1963,1889,71
79901,1/8/21,1970,1896,71
79901,1/9/21,1972,1898,71
79901,1/10/21,1974,1899,72
79901,1/11/21,1980,1905,72
79901,1/12/21,1983,1907,73
79901,1/13/21,1989,1912,74
79901,1/14/21,1993,1916,74
79901,1/15/21,1996,1919,74
79901,1/16/21,1998,1921,74
79901,1/17/21,1999,1922,74
79901,1/18/21,2001,1924,74
79901,1/19/21,2002,1925,74
79901,1/20/21,2004,1927,74
79901,1/21/21,2007,1930,74
79901,1/22/21,2010,1933,74
79901,1/23/21,2011,1934,74
79901,1/24/21,2015,1937,75
79901,1/25/21,2017,1939,75
79901,1/26/21,2018,1940,75
79901,1/27/21,2023,1945,75
79901,1/28/21,2027,1949,75
79901,1/29/21,2033,1955,75
79901,1/30/21,2039,1961,75
79901,1/31/21,2043,1965,75
79901,2/1/21,2047,1969,75
79901,2/2/21,2053,1975,75
79901,2/3/21,2056,1978,75
79901,2/4/21,2057,1979,75
79901,2/5/21,2060,1981,76
79901,2/6/21,2061,1982,76
79901,2/8/21,2062,1983,76
79901,2/9/21,2069,1990,76
79901,2/10/21,2070,1991,76
79901,2/11/21,2075,1996,76
79901,2/12/21,2078,1998,77
79901,2/13/21,2081,2001,77
79901,2/14/21,2082,2002,77
79901,2/15/21,2083,2003,77
79901,2/16/21,2086,2006,77
79901,2/17/21,2089,2008,77
79901,2/18/21,2093,2011,78
79901,2/19/21,2097,2012,81
79901,2/20/21,2102,2017,81
79901,2/21/21,2104,2019,81
79901,2/22/21,2109,2024,81
79901,2/23/21,2115,2030,81
79901,2/24/21,2120,2035,81
79901,2/25/21,2126,2041,81
79901,2/26/21,2131,2046,81
79901,2/27/21,2135,2049,82
79901,2/28/21,2138,2051,83
79901,3/1/21,2143,2056,83
79901,3/2/21,2148,2061,83
79901,3/3/21,2151,2064,83
79901,3/4/21,2153,2066,83
79901,3/5/21,2154,2067,83
79901,3/6/21,2158,2071,83
79901,3/7/21,2161,2074,83
79901,3/8/21,2163,2076,83
79901,3/9/21,2168,2081,83
79901,3/10/21,2170,2083,83
79901,3/11/21,2181,2094,83
79901,3/12/21,2185,2098,83
79901,3/14/21,2190,2103,83
79901,3/15/21,2193,2106,83
79901,3/16/21,2194,2107,83
79901,3/17/21,2197,2110,83
79901,3/18/21,2198,2111,83
79901,3/19/21,2203,2116,83
79901,3/21/21,2204,2117,83
79901,3/22/21,2206,2119,83
79901,3/23/21,2211,2124,83
79901,3/24/21,2212,2125,83
79901,3/25/21,2214,2127,83
79901,3/26/21,2222,2134,84
79901,3/27/21,2227,2139,84
79901,3/28/21,2228,2140,84
79901,3/29/21,2232,2144,84
79901,3/30/21,2235,2147,84
79901,4/1/21,2237,2149,84
79901,4/2/21,2242,2154,84
79901,4/3/21,2243,2155,84
79901,4/5/21,2247,2159,84
79901,4/6/21,2250,2161,85
79901,4/7/21,2257,2168,85
79901,4/8/21,2259,2169,86
79901,4/9/21,2261,2171,86
79901,4/10/21,2269,2179,86
79901,4/11/21,2272,2182,86
79901,4/12/21,2276,2186,86
79901,4/13/21,2277,2187,86
79901,4/14/21,2278,2188,86
79901,4/16/21,2283,2193,86
79901,4/17/21,2286,2196,86
79901,4/18/21,2293,2203,86
79901,4/19/21,2300,2209,87
79901,4/20/21,2302,2211,87
79901,4/21/21,2307,2216,87
79901,4/22/21,2312,2221,87
79901,4/23/21,2313,2222,87
79901,4/24/21,2314,2223,87
79901,4/25/21,2316,2225,87
79901,4/26/21,2321,2230,87
79901,4/27/21,2323,2232,87
79901,4/28/21,2324,2233,87
79901,4/29/21,2326,2235,87
79901,4/30/21,2329,2238,87
79901,5/1/21,2331,2240,87
79901,5/2/21,2334,2243,87
79901,5/3/21,2335,2244,87
79901,5/4/21,2336,2245,87
79901,5/5/21,2338,2246,87
79901,5/6/21,2340,2248,87
79901,5/7/21,2344,2252,87
79901,5/8/21,2348,2256,87
79901,5/9/21,2353,2261,87
79901,5/10/21,2357,2265,87
79901,5/11/21,2362,2270,87
79901,5/12/21,2365,2273,87
79901,5/13/21,2367,2275,87
79901,5/14/21,2368,2276,87
79901,5/15/21,2369,2277,87
79901,5/16/21,2371,2279,87
79901,5/19/21,2372,2280,87
79901,5/23/21,2373,2281,87
79901,5/27/21,2374,2282,87
79901,5/30/21,2375,2283,87
79901,5/31/21,2376,2284,87
79901,6/2/21,2378,2286,87
79901,6/3/21,2379,2287,87
79901,6/4/21,2380,2288,87
79901,6/8/21,2381,2289,87
79901,6/9/21,2382,2290,87
79901,6/10/21,2384,2292,87
79901,6/11/21,2385,2293,87
79901,6/16/21,2388,2296,87
79901,6/21/21,2390,2298,87
79901,6/25/21,2392,2300,87
79901,6/26/21,2393,2301,87
79901,6/27/21,2394,2302,87
79901,7/1/21,2397,2305,87
79901,7/5/21,2400,2308,87
79901,7/12/21,2404,2311,89
79901,7/13/21,2406,2313,89
79901,7/14/21,2409,2316,89
79901,7/16/21,2410,2317,89
79901,7/17/21,2411,2318,89
79901,7/18/21,2412,2319,89
79901,7/19/21,2413,2320,89
79901,7/21/21,2415,2322,89
79901,7/22/21,2417,2324,89
79901,7/25/21,2418,2325,89
79901,7/26/21,2420,2327,89
79901,7/27/21,2421,2328,89
79901,7/28/21,2422,2329,89
79901,7/29/21,2423,2329,89
79901,8/2/21,2425,2331,89
79901,8/3/21,2426,2332,89
79901,8/5/21,2428,2334,89
79901,8/7/21,2429,2335,89
79901,8/8/21,2434,2340,89
79901,8/9/21,2436,2342,89
79901,8/10/21,2438,2344,89
79901,8/11/21,2440,2346,89
79901,8/14/21,2441,2347,89
79901,8/15/21,2443,2349,89
79901,8/16/21,2445,2351,89
79901,8/17/21,2449,2355,89
79901,8/18/21,2453,2359,89
79901,8/20/21,2459,2365,89
79901,8/22/21,2461,2367,89
79901,8/23/21,2463,2369,89
79901,8/24/21,2467,2373,89
79901,8/26/21,2468,2374,89
79901,8/27/21,2470,2376,89
79901,8/29/21,2473,2379,89
79901,8/30/21,2475,2381,89
79901,8/31/21,2480,2386,89
79901,9/1/21,2482,2388,89
79901,9/2/21,2486,2392,89
79901,9/3/21,2490,2395,91
79901,9/4/21,2491,2396,91
79901,9/5/21,2493,2398,91
79901,9/6/21,2494,2399,91
79901,9/7/21,2496,2401,91
79901,9/8/21,2500,2403,93
79901,9/9/21,2507,2410,93
79901,9/10/21,2508,2411,93
79901,9/11/21,2509,2412,93
79901,9/12/21,2513,2416,93
79901,9/13/21,2514,2417,93
79901,9/14/21,2516,2419,93
79901,9/15/21,2517,2420,93
79901,9/16/21,2519,2422,93
79901,9/17/21,2520,2423,93
79901,9/18/21,2521,2424,93
79901,9/19/21,2522,2425,93
79901,9/20/21,2527,2430,93
79901,9/22/21,2529,2432,93
79901,9/23/21,2530,2433,93
79901,9/24/21,2532,2435,93
79901,9/25/21,2534,2437,93
79901,9/26/21,2536,2439,93
79901,9/27/21,2537,2440,93
79901,9/28/21,2541,2444,93
79901,9/29/21,2542,2445,93
79901,10/1/21,2543,2446,93
79901,10/2/21,2544,2447,93
79901,10/3/21,2546,2449,93
79901,10/6/21,2548,2451,93
79901,10/9/21,2549,2452,93
79901,10/10/21,2551,2453,94
79901,10/12/21,2552,2454,94
79901,10/13/21,2553,2455,94
79901,10/14/21,2555,2457,94
79901,10/15/21,2561,2462,95
79901,10/16/21,2562,2463,95
79901,10/18/21,2563,2464,95
79901,10/20/21,2564,2465,95
79901,10/21/21,2565,2466,95
79901,10/25/21,2568,2468,95
79901,10/26/21,2572,2472,95
79901,10/27/21,2575,2475,95
79901,10/28/21,2577,2477,95
79901,10/29/21,2580,2480,95
79901,10/30/21,2582,2482,95
79901,10/31/21,2587,2487,95
79901,11/2/21,2590,2490,95
79901,11/3/21,2591,2491,95
79901,11/4/21,2594,2493,95
79901,11/5/21,2597,2496,95
79901,11/6/21,2604,2503,95
79901,11/7/21,2606,2505,95
79901,11/8/21,2607,2506,95
79901,11/9/21,2612,2511,95
79901,11/10/21,2616,2515,95
79901,11/11/21,2618,2517,95
79901,11/12/21,2619,2518,95
79901,11/13/21,2621,2519,95
79901,11/14/21,2622,2520,95
79901,11/15/21,2624,2522,95
79901,11/16/21,2626,2524,95
79901,11/17/21,2630,2528,95
79901,11/18/21,2631,2529,95
79901,11/19/21,2633,2531,95
79901,11/20/21,2634,2532,95
79901,11/21/21,2641,2539,95
79901,11/22/21,2642,2540,95
79901,11/23/21,2643,2541,95
79901,11/25/21,2649,2547,95
79901,11/26/21,2651,2549,95
79901,11/27/21,2658,2556,95
79901,11/28/21,2667,2565,95
79901,11/29/21,2674,2571,98
79901,11/30/21,2681,2577,99
79901,12/1/21,2684,2580,99
79901,12/2/21,2688,2584,99
79901,12/3/21,2695,2591,99
79901,12/4/21,2698,2594,99
79901,12/5/21,2710,2606,99
79901,12/6/21,2716,2612,99
79901,12/7/21,2721,2617,99
79901,12/8/21,2726,2622,99
79901,12/9/21,2733,2629,99
79901,12/10/21,2739,2635,99
79901,12/11/21,2746,2641,100
79901,12/12/21,2748,2643,100
79901,12/13/21,2754,2649,100
79901,12/14/21,2757,2652,100
79901,12/15/21,2758,2653,100
79901,12/16/21,2765,2659,101
79901,12/17/21,2768,2662,101
79901,12/18/21,2771,2665,101
79901,12/19/21,2773,2667,101
79901,12/20/21,2776,2669,102
79901,12/21/21,2778,2671,102
79901,12/22/21,2789,2682,102
79901,12/23/21,2790,2683,102
79901,12/24/21,2791,2684,102
79901,12/25/21,2796,2689,102
79901,12/26/21,2797,2690,102
79901,12/27/21,2799,2692,102
79901,12/28/21,2808,2700,103
79901,12/29/21,2820,2712,103
79901,12/30/21,2829,2721,103
79901,12/31/21,2830,2722,103
79901,1/1/22,2834,2726,103
79901,1/2/22,2838,2730,103
79901,1/3/22,2843,2735,103
79901,1/4/22,2848,2740,103
79901,1/5/22,2850,2742,103
79901,1/6/22,2857,2749,103
79901,1/7/22,2860,2751,104
79901,1/8/22,2865,2756,104
79901,1/9/22,2870,2761,104
79901,1/10/22,2874,2765,104
79901,1/11/22,2887,2778,104
79901,1/12/22,2918,2809,104
79901,1/13/22,2937,2828,104
79901,1/14/22,2961,2852,104
79901,1/15/22,2970,2861,104
79901,1/16/22,2981,2872,104
79901,1/17/22,3032,2923,104
79901,1/18/22,3066,2957,104
79901,1/19/22,3099,2990,104
79901,1/20/22,3140,3031,104
79901,1/21/22,3154,3045,104
79901,1/22/22,3171,3060,106
79901,1/23/22,3198,3087,106
79901,1/24/22,3223,3112,106
79901,1/25/22,3265,3154,106
79901,1/26/22,3300,3189,106
79901,1/27/22,3317,3206,106
79901,1/28/22,3334,3223,106
79901,1/29/22,3349,3238,106
79901,1/30/22,3371,3260,106
79901,1/31/22,3397,3286,106
79901,2/1/22,3422,3311,106
79901,2/2/22,3434,3323,106
79901,2/3/22,3443,3332,106
79901,2/4/22,3455,3344,106
79901,2/5/22,3467,3356,106
79901,2/6/22,3486,3374,107
79901,2/7/22,3488,3376,107
79901,2/8/22,3495,3383,107
79901,2/9/22,3504,3392,107
79901,2/10/22,3505,3393,107
79901,2/11/22,3513,3401,107
79901,2/12/22,3522,3410,107
79901,2/13/22,3524,3412,107
79901,2/14/22,3530,3418,107
79901,2/15/22,3531,3419,107
79901,2/16/22,3534,3422,107
79901,2/18/22,3540,3427,108
79901,2/19/22,3543,3430,108
79901,2/21/22,3544,3431,108
79901,2/22/22,3550,3437,108
79901,2/23/22,3551,3438,108
79901,2/24/22,3556,3443,108
79901,2/25/22,3558,3445,108
79901,2/26/22,3559,3446,108
79901,2/27/22,3562,3449,108
79901,2/28/22,3563,3450,108
79901,3/2/22,3566,3453,108
79901,3/3/22,3573,3460,108
79901,3/4/22,3574,3461,108
79901,3/6/22,3575,3462,108
79901,3/7/22,3577,3464,108
79901,3/8/22,3579,3466,108
79901,3/10/22,3582,3469,108
79901,3/11/22,3583,3470,108
79901,3/13/22,3584,3471,108
79901,3/14/22,3585,3472,108
79901,3/15/22,3586,3473,108
79901,3/16/22,3589,3476,108
79901,3/17/22,3592,3479,108
79901,3/18/22,3593,3480,108
79901,3/19/22,3595,3482,108
79901,3/21/22,3598,3485,108
79901,3/22/22,3600,3487,108
79901,3/23/22,3603,3489,109
79901,3/24/22,3605,3490,109
79901,3/25/22,3607,3492,109
79901,3/26/22,3608,3493,109
79901,3/27/22,3611,3495,109
79901,4/3/22,3615,3497,109
79901,4/7/22,3619,3500,109
79901,4/8/22,3620,3501,109
79901,4/12/22,3622,3502,109
79902,3/25/20,1,1,0
79902,3/28/20,2,2,0
79902,4/7/20,3,3,0
79902,4/10/20,5,4,1
79902,4/12/20,6,5,1
79902,4/13/20,7,6,1
79902,4/19/20,8,7,1
79902,4/20/20,9,8,1
79902,4/23/20,11,10,1
79902,4/29/20,12,11,1
79902,5/2/20,13,12,1
79902,5/5/20,14,13,1
79902,5/7/20,16,14,2
79902,5/10/20,18,16,2
79902,5/12/20,24,22,2
79902,5/13/20,34,31,3
79902,5/14/20,36,33,3
79902,5/17/20,39,36,3
79902,5/18/20,40,37,3
79902,5/19/20,44,40,4
79902,5/20/20,76,64,10
79902,5/21/20,106,92,11
79902,5/22/20,114,99,12
79902,5/23/20,117,102,12
79902,5/25/20,120,105,12
79902,5/26/20,121,106,12
79902,5/27/20,122,107,12
79902,5/28/20,123,108,12
79902,5/30/20,124,109,12
79902,6/2/20,130,115,12
79902,6/3/20,131,116,12
79902,6/4/20,133,118,12
79902,6/5/20,136,121,12
79902,6/6/20,137,122,12
79902,6/7/20,141,126,12
79902,6/8/20,144,129,12
79902,6/9/20,148,132,13
79902,6/11/20,151,135,13
79902,6/12/20,152,136,13
79902,6/13/20,153,137,13
79902,6/15/20,154,138,13
79902,6/16/20,156,140,13
79902,6/17/20,157,141,13
79902,6/18/20,160,144,13
79902,6/19/20,163,147,13
79902,6/20/20,164,148,13
79902,6/21/20,167,151,13
79902,6/22/20,168,152,13
79902,6/23/20,170,154,13
79902,6/24/20,174,158,13
79902,6/25/20,178,162,13
79902,6/26/20,180,164,13
79902,6/28/20,181,165,13
79902,6/29/20,188,172,13
79902,6/30/20,191,175,13
79902,7/1/20,198,182,13
79902,7/2/20,200,184,13
79902,7/3/20,204,188,13
79902,7/4/20,208,192,13
79902,7/5/20,213,197,13
79902,7/6/20,221,205,13
79902,7/7/20,230,212,15
79902,7/8/20,235,217,15
79902,7/9/20,246,228,15
79902,7/10/20,250,232,15
79902,7/11/20,253,235,15
79902,7/12/20,259,241,15
79902,7/13/20,262,244,15
79902,7/14/20,270,251,16
79902,7/15/20,277,258,16
79902,7/16/20,288,265,20
79902,7/17/20,293,269,21
79902,7/19/20,298,274,21
79902,7/20/20,303,278,22
79902,7/21/20,310,285,22
79902,7/22/20,317,292,22
79902,7/23/20,336,307,25
79902,7/24/20,339,310,25
79902,7/25/20,342,313,25
79902,7/26/20,345,316,25
79902,7/27/20,346,317,25
79902,7/28/20,349,319,26
79902,7/29/20,363,332,27
79902,7/30/20,369,338,27
79902,7/31/20,378,347,27
79902,8/1/20,381,350,27
79902,8/2/20,383,352,27
79902,8/3/20,393,360,29
79902,8/4/20,397,364,29
79902,8/5/20,408,375,29
79902,8/6/20,412,379,29
79902,8/7/20,416,383,29
79902,8/8/20,418,385,29
79902,8/9/20,423,388,30
79902,8/10/20,432,397,30
79902,8/11/20,438,402,31
79902,8/12/20,442,406,31
79902,8/13/20,457,421,31
79902,8/14/20,462,426,31
79902,8/15/20,467,431,31
79902,8/16/20,473,437,31
79902,8/17/20,478,441,32
79902,8/18/20,481,444,32
79902,8/19/20,485,448,32
79902,8/20/20,488,451,32
79902,8/21/20,490,453,32
79902,8/22/20,491,454,32
79902,8/23/20,495,458,32
79902,8/24/20,497,460,32
79902,8/25/20,499,462,32
79902,8/26/20,504,467,32
79902,8/27/20,508,471,32
79902,8/30/20,510,473,32
79902,8/31/20,513,476,32
79902,9/2/20,516,479,32
79902,9/3/20,520,483,32
79902,9/4/20,523,486,32
79902,9/6/20,525,488,32
79902,9/7/20,528,491,32
79902,9/8/20,531,494,32
79902,9/9/20,534,497,32
79902,9/10/20,536,498,33
79902,9/11/20,545,507,33
79902,9/12/20,547,509,33
79902,9/13/20,551,512,34
79902,9/14/20,554,515,34
79902,9/15/20,561,522,34
79902,9/16/20,566,527,34
79902,9/17/20,568,529,34
79902,9/18/20,576,537,34
79902,9/19/20,577,538,34
79902,9/20/20,580,541,34
79902,9/21/20,585,546,34
79902,9/22/20,592,553,34
79902,9/23/20,600,560,35
79902,9/24/20,605,565,35
79902,9/25/20,607,567,35
79902,9/26/20,611,571,35
79902,9/27/20,615,575,35
79902,9/28/20,616,576,35
79902,9/29/20,618,578,35
79902,9/30/20,626,586,35
79902,10/1/20,627,587,35
79902,10/2/20,635,595,35
79902,10/3/20,642,602,35
79902,10/4/20,646,606,35
79902,10/5/20,657,617,35
79902,10/6/20,671,631,35
79902,10/7/20,677,637,35
79902,10/8/20,687,647,35
79902,10/9/20,699,659,35
79902,10/10/20,705,665,35
79902,10/11/20,718,675,38
79902,10/12/20,731,686,40
79902,10/13/20,752,705,42
79902,10/14/20,773,726,42
79902,10/15/20,779,732,42
79902,10/16/20,800,751,44
79902,10/17/20,817,767,44
79902,10/18/20,829,779,44
79902,10/19/20,845,795,44
79902,10/20/20,871,821,44
79902,10/21/20,896,845,45
79902,10/22/20,916,864,46
79902,10/23/20,933,881,46
79902,10/24/20,980,922,52
79902,10/25/20,1010,951,53
79902,10/26/20,1030,970,54
79902,10/27/20,1069,1008,55
79902,10/28/20,1103,1039,58
79902,10/29/20,1137,1071,60
79902,10/30/20,1153,1087,60
79902,10/31/20,1171,1105,60
79902,11/1/20,1230,1164,60
79902,11/2/20,1278,1209,63
79902,11/3/20,1320,1247,67
79902,11/4/20,1361,1286,69
79902,11/5/20,1380,1304,70
79902,11/6/20,1407,1329,72
79902,11/7/20,1430,1351,73
79902,11/8/20,1451,1372,73
79902,11/9/20,1498,1418,74
79902,11/10/20,1531,1448,77
79902,11/11/20,1588,1504,78
79902,11/12/20,1612,1526,80
79902,11/13/20,1636,1550,80
79902,11/14/20,1671,1585,80
79902,11/15/20,1693,1607,80
79902,11/16/20,1711,1621,84
79902,11/17/20,1740,1649,85
79902,11/18/20,1763,1670,87
79902,11/19/20,1789,1695,88
79902,11/20/20,1799,1705,88
79902,11/21/20,1810,1716,88
79902,11/22/20,1832,1737,89
79902,11/23/20,1843,1748,89
79902,11/24/20,1847,1752,89
79902,11/25/20,1860,1765,89
79902,11/26/20,1870,1774,90
79902,11/27/20,1873,1777,90
79902,11/28/20,1879,1782,91
79902,11/29/20,1886,1789,91
79902,11/30/20,1898,1801,91
79902,12/1/20,1913,1816,91
79902,12/2/20,1921,1824,91
79902,12/3/20,1933,1836,91
79902,12/4/20,1940,1843,91
79902,12/5/20,1943,1846,91
79902,12/6/20,1949,1852,91
79902,12/7/20,1959,1861,92
79902,12/8/20,1972,1873,93
79902,12/9/20,1981,1882,93
79902,12/10/20,2006,1907,93
79902,12/11/20,2007,1908,93
79902,12/12/20,2018,1919,93
79902,12/13/20,2020,1921,93
79902,12/14/20,2032,1931,95
79902,12/15/20,2038,1937,95
79902,12/16/20,2041,1940,95
79902,12/17/20,2047,1946,95
79902,12/18/20,2052,1951,95
79902,12/19/20,2062,1961,95
79902,12/21/20,2067,1966,95
79902,12/22/20,2069,1968,95
79902,12/23/20,2077,1976,95
79902,12/24/20,2084,1983,95
79902,12/25/20,2086,1985,95
79902,12/26/20,2091,1989,96
79902,12/27/20,2096,1993,97
79902,12/28/20,2105,2002,97
79902,12/29/20,2113,2010,97
79902,12/30/20,2124,2021,97
79902,12/31/20,2127,2024,97
79902,1/1/21,2134,2031,97
79902,1/2/21,2139,2036,97
79902,1/3/21,2153,2050,97
79902,1/4/21,2171,2068,97
79902,1/5/21,2182,2079,97
79902,1/6/21,2191,2087,98
79902,1/7/21,2211,2105,100
79902,1/8/21,2214,2108,100
79902,1/9/21,2217,2111,100
79902,1/10/21,2218,2112,100
79902,1/11/21,2232,2126,100
79902,1/12/21,2245,2139,100
79902,1/13/21,2253,2147,100
79902,1/14/21,2257,2151,100
79902,1/15/21,2264,2158,100
79902,1/16/21,2270,2164,100
79902,1/17/21,2275,2169,100
79902,1/18/21,2283,2177,100
79902,1/19/21,2295,2189,100
79902,1/20/21,2301,2195,100
79902,1/21/21,2305,2198,101
79902,1/22/21,2309,2202,101
79902,1/23/21,2313,2205,102
79902,1/24/21,2329,2221,102
79902,1/25/21,2344,2236,102
79902,1/26/21,2357,2248,103
79902,1/27/21,2364,2255,103
79902,1/28/21,2369,2259,104
79902,1/29/21,2381,2271,104
79902,1/30/21,2387,2277,104
